timestamp,symbol,action,price,quantity,sl,tp,trailing_stop,strategy,regime,cash_before,cash_after,position_before,position_after,notes
2025-08-29T21:44:00.597931+00:00,AAPL,enter_short,308.45,80,311.46285714285716,303.93071428571426,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:00.605619+00:00,MSFT,enter_long,334.96,74,334.0957142857143,336.25642857142856,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:01.418472+00:00,MSFT,enter_short,333.79,74,334.5714285714286,332.6178571428572,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:01.520910+00:00,MSFT,enter_short,333.06,74,333.8807142857143,331.82892857142855,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:01.619247+00:00,MSFT,enter_short,333.17,74,333.93857142857144,332.01714285714286,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:44:02.420813+00:00,AAPL,enter_long,309.38,80,305.87857142857143,314.63214285714287,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:02.520449+00:00,AAPL,enter_long,309.49,80,305.83714285714285,314.9692857142857,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:02.620398+00:00,AAPL,enter_long,308.87,80,304.79285714285714,314.98571428571427,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:04.037683+00:00,AAPL,enter_short,309.39,80,312.6642857142857,304.4785714285714,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:04.139534+00:00,AAPL,enter_short,309.12,80,312.39285714285717,304.2107142857143,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:04.242078+00:00,AAPL,enter_short,308.47,80,310.79071428571433,305.3757142857143,,SMAStrategy,normal,,,,,
2025-08-29T21:44:04.752393+00:00,MSFT,enter_long,334.18,74,332.4142857142857,336.5342857142857,,SMAStrategy,normal,,,,,
2025-08-29T21:44:04.854903+00:00,MSFT,enter_long,334.0,74,332.2482142857143,336.3357142857143,,SMAStrategy,normal,,,,,
2025-08-29T21:44:04.952490+00:00,MSFT,enter_long,333.62,74,331.93035714285713,335.87285714285713,,SMAStrategy,normal,,,,,
2025-08-29T21:44:08.497710+00:00,MSFT,enter_short,335.2,74,338.3957142857143,330.40642857142853,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:08.598113+00:00,MSFT,enter_short,335.29,74,338.48428571428576,330.49857142857144,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:08.699442+00:00,MSFT,enter_short,335.41,74,338.3857142857143,330.9464285714286,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:08.894160+00:00,AAPL,enter_long,313.02,79,309.5957142857143,318.15642857142853,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:09.004218+00:00,AAPL,enter_long,312.34,79,308.84,317.59,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:09.103681+00:00,AAPL,enter_long,311.28,80,307.95714285714286,316.2642857142857,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:10.510015+00:00,AAPL,enter_short,311.1,80,313.39500000000004,308.04,,SMAStrategy,normal,,,,,
2025-08-29T21:44:10.517310+00:00,MSFT,enter_long,336.12,74,334.365,338.46000000000004,,SMAStrategy,normal,,,,,
2025-08-29T21:44:10.614340+00:00,AAPL,enter_short,311.15,80,313.3625,308.2,,SMAStrategy,normal,,,,,
2025-08-29T21:44:10.622655+00:00,MSFT,enter_long,335.85,74,334.1764285714286,338.0814285714286,,SMAStrategy,normal,,,,,
2025-08-29T21:44:10.712888+00:00,AAPL,enter_short,311.33,80,313.62071428571426,308.27571428571423,,SMAStrategy,normal,,,,,
2025-08-29T21:44:10.720744+00:00,MSFT,enter_long,336.08,74,334.2660714285714,338.49857142857144,,SMAStrategy,normal,,,,,
2025-08-29T21:44:10.920836+00:00,MSFT,enter_short,331.98,75,335.0342857142858,327.3985714285714,,SMAStrategy,high_volatility,,,,,
